Name,Gender,"Rating Value","Rating Count","Main Accords",Perfumers,Description,url
"Vert Boheme Tom Fordfor women and men","for women and men",3.84,463,"['green', 'ozonic', 'floral', 'white floral', 'citrus', 'aquatic', 'aromatic', 'fruity', 'woody', 'balsamic']","['Olivier Gillotin']","Vert BohemebyTom Fordis a Floral Green fragrance for women and men.Vert Bohemewas launched in 2016. The nose behind this fragrance is Olivier Gillotin.",https://www.fragrantica.com/perfume/Tom-Ford/Vert-Boheme-40091.html
"Vanilla Candy & Sugar Marshmallow So...?for women","for women",4.27,142,"['sweet', 'vanilla', 'powdery']",[],"Vanilla Candy & Sugar MarshmallowbySo...?is a Floral Fruity fragrance for women.Vanilla Candy & Sugar Marshmallowwas launched in 2020. Top notes are Coconut and Pineapple; middle notes are Peach and Rose; base notes are Vanilla, Marshmallow, Sugar and Sandalwood.",https://www.fragrantica.com/perfume/So/Vanilla-Candy-Sugar-Marshmallow-72374.html
"H2O Tousfor women","for women",3.73,483,"['citrus', 'woody', 'aromatic', 'lavender', 'white floral', 'powdery', 'rose', 'amber', 'fresh', 'floral']","['Sonia Constant']","H2ObyTousis a Floral Aquatic fragrance for women.H2Owas launched in 2009. The nose behind this fragrance is Sonia Constant. Top notes are Amalfi Lemon and Lavender; middle notes are Jasmine and Rose; base notes are Virginia Cedar, Sandalwood and Amber.",https://www.fragrantica.com/perfume/Tous/H2O-6536.html
"Rose Vert DSH Perfumesfor women and men","for women and men",3.67,21,"['woody', 'rose', 'mossy', 'citrus', 'earthy', 'fresh', 'powdery', 'warm spicy', 'floral']","['Dawn Spencer Hurwitz']","Rose VertbyDSH Perfumesis a Chypre Floral fragrance for women and men. The nose behind this fragrance is Dawn Spencer Hurwitz. Top note is Citruses; middle notes are Rose, Bulgarian Rose, Damask Rose, Moroccan Rose and Turkish Rose; base notes are oak moss and Australian Sandalwood.",https://www.fragrantica.com/perfume/DSH-Perfumes/Rose-Vert-8422.html
"97 Élysées Al-Jazeera Perfumesfor women and men","for women and men",4.5,8,"['woody', 'citrus', 'vanilla', 'fresh spicy', 'mossy', 'white floral', 'fruity', 'sweet', 'fresh', 'aromatic']","['Fanny Bal']","97 ÉlyséesbyAl-Jazeera Perfumesis a Amber Floral fragrance for women and men.97 Élyséeswas launched in 2019. The nose behind this fragrance is Fanny Bal. Top notes are Orange, Black Currant and Litchi; middle notes are Jasmine, Balsam Fir and Rose; base notes are Oakmoss, Vanilla and Sandalwood.",https://www.fragrantica.com/perfume/Al-Jazeera-Perfumes/97-Elysees-74031.html
"St Tropez Dispenser Apres Soleil Smell Bentfor women and men","for women and men",4.03,32,"['honey', 'sweet', 'white floral', 'coconut', 'powdery', 'musky', 'leather', 'floral', 'animalic', 'woody']",[],"St Tropez Dispenser Apres SoleilbySmell Bentis a fragrance for women and men.",https://www.fragrantica.com/perfume/Smell-Bent/St-Tropez-Dispenser-Apres-Soleil-20602.html
"Très French Teo Cabanelfor women and men","for women and men",3.45,209,"['white floral', 'fresh', 'fruity', 'musky', 'green', 'sweet', 'floral', 'aquatic', 'powdery']","['Marie Schnirer']","Très FrenchbyTeo Cabanelis a Floral Woody Musk fragrance for women and men.Très Frenchwas launched in 2020. The nose behind this fragrance is Marie Schnirer. Top notes are Pear and Peony; middle notes are Lily-of-the-Valley, Jasmine and Solar Notes; base notes are White Musk, Sandalwood, Benzoin and Haitian Vetiver.",https://www.fragrantica.com/perfume/Teo-Cabanel/Tres-French-64203.html
"Minha Diversão Contém 1gfor women","for women",4,2,"['caramel', 'sweet', 'musky', 'powdery', 'floral']","['Rogério Rubini']","Minha DiversãobyContém 1gis a Amber Floral fragrance for women.Minha Diversãowas launched in 2014. The nose behind this fragrance is Rogério Rubini. Top note is Lily-of-the-Valley; middle note is Orchid; base notes are Caramel and Musk.",https://www.fragrantica.com/perfume/Contem-1g/Minha-Diversao-37717.html
"Spicy Agarwood Francois Delifor men","for men",3.8,5,"['warm spicy', 'woody', 'amber', 'aromatic', 'vanilla', 'balsamic', 'animalic', 'fresh spicy', 'earthy']",[],"Spicy AgarwoodbyFrancois Deliis a Woody Spicy fragrance for men.Spicy Agarwoodwas launched in 2012. Top notes are Cardamon, Palisander Rosewood and Black Pepper; middle notes are Vetiver, Aromatic Spices, Woodsy Notes and Sandalwood; base notes are Ambergris, Vanila and Tonka Bean.",https://www.fragrantica.com/perfume/Francois-Deli/Spicy-Agarwood-17633.html
"Oud Imperial Perris Monte Carlofor women and men","for women and men",4.12,554,"['woody', 'amber', 'warm spicy', 'oud', 'earthy', 'balsamic', 'patchouli', 'smoky', 'aromatic', 'fresh spicy']","['Luca Maffei']","Oud ImperialbyPerris Monte Carlois a Amber Woody fragrance for women and men.Oud Imperialwas launched in 2012. The nose behind this fragrance is Luca Maffei. Top notes are Caraway and Jasmine; middle notes are Agarwood (Oud), Incense, Patchouli and Saffron; base notes are Blackwood, Labdanum, Vetiver, Sandalwood and Cedar.",https://www.fragrantica.com/perfume/Perris-Monte-Carlo/Oud-Imperial-15315.html
"Ginger Mintea Mahdi Perfumesfor women and men","for women and men",5,1,"['citrus', 'amber', 'green', 'musky', 'aromatic', 'woody', 'fresh spicy', 'powdery', 'warm spicy', 'fresh']","['Ali Raza']","Ginger MinteabyMahdi Perfumesis a fragrance for women and men. This is a new fragrance.Ginger Minteawas launched in 2024. The nose behind this fragrance is Ali Raza.",https://www.fragrantica.com/perfume/Mahdi-Perfumes/Ginger-Mintea-93385.html
"Naturaleza Giessofor men","for men",4.56,9,"['fruity', 'white floral', 'sweet', 'almond', 'woody', 'tuberose', 'fresh', 'soft spicy', 'nutty']",[],"NaturalezabyGiessois a Floral fragrance for men.Naturalezawas launched during the 2020's. Top notes are Red Fruits, Pear and Almond Cream; middle notes are Jasmine, Tuberose and Pink Pepper; base notes are Woody Notes, Tonka and Iris.",https://www.fragrantica.com/perfume/Giesso/Naturaleza-91285.html
"Essenza Tonino Lamborghinifor men","for men",3.56,9,"['citrus', 'white floral', 'floral', 'fruity', 'woody', 'fresh', 'tropical', 'aromatic', 'amber']",[],"EssenzabyTonino Lamborghiniis a Amber Woody fragrance for men.Essenzawas launched in 2018. Top notes are Lemon, Litchi and Apple; middle notes are Orange Blossom, Freesia and Vetiver; base notes are Cedarwood, Amber and Teak Wood.",https://www.fragrantica.com/perfume/Tonino-Lamborghini/Essenza-83575.html
"Fugazzi Parfum 4 Workaholic Fugazzifor women and men","for women and men",3.51,150,"['coffee', 'floral', 'warm spicy', 'vanilla', 'musky', 'powdery', 'amber', 'rose']",[],"Fugazzi Parfum 4 WorkaholicbyFugazziis a Amber Spicy fragrance for women and men.Fugazzi Parfum 4 Workaholicwas launched in 2019. Top note is Floral Notes; middle notes are Coffee and Bulgarian Rose; base notes are Vanilla, White Musk and Amber.",https://www.fragrantica.com/perfume/Fugazzi/Fugazzi-Parfum-4-Workaholic-59678.html
"Licorice Federico Cantelli Exclusive Collectionfor women and men","for women and men",3.75,4,"['sweet', 'soft spicy', 'anis', 'caramel', 'floral', 'cherry']","['Federico Cantelli']","LicoricebyFederico Cantelli Exclusive Collectionis a fragrance for women and men. This is a new fragrance.Licoricewas launched in 2024. The nose behind this fragrance is Federico Cantelli. Top notes are Licorice and Vanilla; middle notes are Licorice, Confetti (Sugared Almonds), Cherry and Marmalade; base notes are Star Anise, Spun Sugar, Caramel and Salt.",https://www.fragrantica.com/perfume/Federico-Cantelli-Exclusive-Collection/Licorice-95093.html
"Japanese Agar Byakudan The Dua Brandfor women and men","for women and men",,,"['oud', 'woody', 'powdery', 'warm spicy', 'balsamic', 'fresh spicy']",[],"Japanese Agar ByakudanbyThe Dua Brandis a Woody fragrance for women and men.Japanese Agar Byakudanwas launched in 2023.",https://www.fragrantica.com/perfume/The-Dua-Brand/Japanese-Agar-Byakudan-86318.html
"Aldehyde 44 Dallas Le Labofor women and men","for women and men",3.85,252,"['aldehydic', 'musky', 'fresh', 'white floral', 'floral', 'powdery', 'soapy', 'green', 'yellow floral', 'vanilla']","['Yann Vasnier']","Aldehyde 44 DallasbyLe Labois a Floral Woody Musk fragrance for women and men.Aldehyde 44 Dallaswas launched in 2006. The nose behind this fragrance is Yann Vasnier.",https://www.fragrantica.com/perfume/Le-Labo/Aldehyde-44-Dallas-6333.html
"Swashbuckler Sucreabeillefor women and men","for women and men",5,1,"['marine', 'aromatic', 'salty', 'green', 'leather', 'animalic', 'fresh spicy', 'aquatic', 'smoky']",[],"SwashbucklerbySucreabeilleis a Leather fragrance for women and men.",https://www.fragrantica.com/perfume/Sucreabeille/Swashbuckler-94372.html
"Shamachanskaya Tzarica Шамаханская Царица Ladanikafor women and men","for women and men",4.19,64,"['amber', 'warm spicy', 'sweet', 'fruity', 'cinnamon', 'vanilla', 'nutty', 'woody', 'balsamic', 'powdery']","['Yana Andreeva']","Shamachanskaya Tzarica Шамаханская ЦарицаbyLadanikais a fragrance for women and men.Shamachanskaya Tzarica Шамаханская Царицаwas launched in 2017. The nose behind this fragrance is Yana Andreeva. Top notes are Plum, Apricot and Geranium; middle notes are Cinnamon, Dried Plum and Hazelnut; base notes are Amber, Myrrh, Vanilla, Tonka Bean, Benzoin, Labdanum, Patchouli and Musk.",https://www.fragrantica.com/perfume/Ladanika/Shamachanskaya-Tzarica-Samahanskaa-Carica-48628.html
"Week End Nicolai Parfumeur Createurfor women","for women",4.11,73,"['green', 'aromatic', 'fresh', 'fresh spicy', 'white floral', 'musky']","['Patricia de Nicolai']","Week EndbyNicolai Parfumeur Createuris a Floral Green fragrance for women.Week Endwas launched in 2011. The nose behind this fragrance is Patricia de Nicolai. Top notes are Mint, Basil and Tarragon; middle notes are Galbanum, Lily-of-the-Valley, Granny Smith apple, Calone, Jasmine, Ylang-Ylang and Cardamom; base notes are Musk, Virginia Cedar and Leather.",https://www.fragrantica.com/perfume/Nicolai-Parfumeur-Createur/Week-End-11686.html
"601 vetiver, cedar, bergamot Bon Parfumeurfor women and men","for women and men",3.83,139,"['woody', 'aromatic', 'citrus', 'fresh spicy', 'earthy', 'powdery']","['Nathalie Koobus']","601 vetiver, cedar, bergamotbyBon Parfumeuris a Woody Spicy fragrance for women and men.601 vetiver, cedar, bergamotwas launched in 2017. The nose behind this fragrance is Nathalie Koobus. Top notes are Bergamot, Grapefruit and Pink Pepper; middle notes are Pepper and Violet; base notes are Vetiver, Cedar and Sandalwood.",https://www.fragrantica.com/perfume/Bon-Parfumeur/601-vetiver-cedar-bergamot-51009.html
"San Babila Mazzolarifor women and men","for women and men",5,2,[],[],"San BabilabyMazzolariis a fragrance for women and men.",https://www.fragrantica.com/perfume/Mazzolari/San-Babila-79011.html
"Urban Hero Jimmy Choofor men","for men",3.59,430,"['amber', 'leather', 'animalic', 'woody', 'fresh spicy', 'citrus', 'balsamic', 'warm spicy', 'aromatic', 'smoky']",[],"Urban HerobyJimmy Choois a Woody Spicy fragrance for men.Urban Herowas launched in 2019. Top notes are Black Pepper and Finger Lime; middle notes are Palisander Rosewood and Vetiver; base notes are Leather and Ambergris.",https://www.fragrantica.com/perfume/Jimmy-Choo/Urban-Hero-56740.html
"Double Bond Bruno Perrucci Parfumsfor women and men","for women and men",4.31,84,"['vanilla', 'sweet', 'green', 'citrus', 'aromatic', 'coconut', 'cacao', 'amber', 'warm spicy', 'fresh spicy']","['Bruno Perrucci']","Double BondbyBruno Perrucci Parfumsis a Citrus Gourmand fragrance for women and men. This is a new fragrance.Double Bondwas launched in 2022. The nose behind this fragrance is Bruno Perrucci. Top notes are Orange Peel, Lemon and Apple; middle notes are Coconut, Cacao, Mint, Vanilla, Tuberose, Ylang-Ylang and Acácia; base notes are Tonka Bean, Amber, Myrrh, Peru Balsam and Cedar.",https://www.fragrantica.com/perfume/Bruno-Perrucci-Parfums/Double-Bond-74439.html
"Quantum of Solace Edgardio Chilinifor women and men","for women and men",3.54,13,"['aromatic', 'woody', 'fresh spicy', 'green', 'floral', 'powdery', 'amber', 'white floral', 'citrus', 'herbal']","['Sergey Karov']","Quantum of SolacebyEdgardio Chiliniis a Woody Spicy fragrance for women and men.Quantum of Solacewas launched in 2014. The nose behind this fragrance is Sergey Karov. Top notes are Thyme, Rosemary, Bergamot, Lemon, Ozonic notes, Myrtle, Star Anise, Green Accord, Water Notes, Cassis, Peach, Basil, Marigold, Mandarin Orange, Black Currant, Neroli, Litchi and Orange; middle notes are Thyme, Palisander Rosewood, Lily-of-the-Valley, Angelica, Artemisia, Galbanum, Hyacinth, Coriander, Bay Leaf, Tuberose, Nutmeg, Iris, Freesia, Orris Root, Cloves, Peony, Gardenia, Mimosa, Violet, Jasmine, Ylang-Ylang, Rose, Magnolia, Taif Rose, Honeysuckle, Walnut, Geranium, Cinnamon, Pine needles and Lavender; base notes are Musk, White Musk, Patchouli, Oakmoss, Benzoin, Labdanum, Sandalwood, Vetiver, Amber, Virginia Cedar, Guaiac Wood, Castoreum, Leather, Civet and Vanilla.",https://www.fragrantica.com/perfume/Edgardio-Chilini/Quantum-of-Solace-49210.html
"Dulce de Leche Demeter Fragrancefor women and men","for women and men",3.46,48,"['lactonic', 'caramel', 'sweet', 'coconut', 'warm spicy', 'nutty']",[],"Dulce de LechebyDemeter Fragranceis a fragrance for women and men.",https://www.fragrantica.com/perfume/Demeter-Fragrance/Dulce-de-Leche-19886.html
"Keep it Real Playboyfor women","for women",4,5,"['floral', 'citrus', 'fruity', 'white floral', 'fresh', 'fresh spicy', 'sweet', 'musky']","['Nelly Hachem-Ruiz']","Keep it RealbyPlayboyis a Floral Fruity fragrance for women. This is a new fragrance.Keep it Realwas launched in 2023. The nose behind this fragrance is Nelly Hachem-Ruiz. Top notes are Mandarin Orange, Blueberry and Bergamot; middle notes are Jasmine Sambac, Hibiscus and Peony; base notes are Vanilla, Musk and Sandalwood.",https://www.fragrantica.com/perfume/Playboy/Keep-it-Real-87139.html
"Totem Yellow Kenzofor women and men","for women and men",3.87,199,"['citrus', 'green', 'leather', 'woody', 'fresh', 'fresh spicy', 'aromatic']","['Christophe Raynaud']","Totem YellowbyKenzois a Citrus fragrance for women and men.Totem Yellowwas launched in 2015. The nose behind this fragrance is Christophe Raynaud. Top notes are Pink Grapefruit and Lemon; middle notes are Tea, Hedione, Peach and Rose; base notes are Leather, Woody Notes and White Musk.",https://www.fragrantica.com/perfume/Kenzo/Totem-Yellow-31207.html
"Peony Rosé Avonfor women","for women",3.67,24,"['fresh', 'floral', 'fruity', 'soft spicy', 'rose', 'aquatic', 'sour', 'sweet', 'musky']","['Alexis Grugeon']","Peony RosébyAvonis a Floral fragrance for women.Peony Roséwas launched in 2020. The nose behind this fragrance is Alexis Grugeon. Top note is Red Currant; middle notes are Peony and Dew Drop; base note is Musk.",https://www.fragrantica.com/perfume/Avon/Peony-Rose-59905.html
"Feminine Women Secretfor women","for women",3.83,65,"['citrus', 'white floral', 'fresh', 'sweet', 'fruity', 'woody', 'aromatic', 'green', 'fresh spicy', 'powdery']",[],"FemininebyWomen Secretis a Floral Fruity fragrance for women.Femininewas launched in 2011. Top notes are Bergamot, Amalfi Lemon, Neroli and Sage; middle notes are Granny Smith apple, Jasmine and Lily-of-the-Valley; base notes are Praline, Virginia Cedar, Musk and Sandalwood.",https://www.fragrantica.com/perfume/Women-Secret/Feminine-14429.html
"Attractive Girl Mel Meriofor women","for women",3.63,19,"['fruity', 'sweet', 'tropical', 'fresh', 'coconut']",[],"Attractive GirlbyMel Meriois a Floral Fruity Gourmand fragrance for women.Attractive Girlwas launched in 2012. Top notes are Pineapple, Melon, Green Apple, Black Currant and Mango; middle notes are Magnolia and Jasmine; base notes are Coconut, Raspberry, Caramel and Sandalwood.",https://www.fragrantica.com/perfume/Mel-Merio/Attractive-Girl-29745.html
"Intuição Naturafor women","for women",4.25,228,"['yellow floral', 'floral', 'white floral', 'powdery', 'sweet', 'fruity', 'woody', 'lactonic', 'musky', 'green']","['Verônica Kato']","IntuiçãobyNaturais a Floral fragrance for women.Intuiçãowas launched in 1998. The nose behind this fragrance is Verônica Kato. Top notes are Orange Blossom, Ylang-Ylang, Narcissus, Freesia and Osmanthus; middle notes are Apricot, Gardenia, Mimosa, Iris and Peony; base notes are Musk, Oakmoss and Woodsy Notes.",https://www.fragrantica.com/perfume/Natura/Intuicao-33955.html
"White Sun ALT. Fragrancesfor women and men","for women and men",3.5,6,[],[],"White SunbyALT. Fragrancesis a fragrance for women and men.",https://www.fragrantica.com/perfume/ALT-Fragrances/White-Sun-87016.html
"Cuba Carnaval Cuba Parisfor men","for men",3.85,27,"['woody', 'warm spicy', 'fresh spicy', 'citrus', 'aromatic', 'powdery', 'amber', 'earthy', 'patchouli', 'vanilla']",[],"Cuba CarnavalbyCuba Parisis a Woody Aromatic fragrance for men. Top notes are Bergamot, Pepper, Lemon, Basil and Cinnamon; middle notes are Cloves, Rose and Palisander Rosewood; base notes are Cedar, Sandalwood, Patchouli, Vanilla, Oakmoss, Amber and Leather.",https://www.fragrantica.com/perfume/Cuba-Paris/Cuba-Carnaval-19349.html
"Uomo Salvatore Ferragamo Salvatore Ferragamofor men","for men",4.15,"2,764","['sweet', 'amber', 'warm spicy', 'aromatic', 'vanilla', 'woody', 'fresh spicy', 'musky', 'citrus']","['Alberto Morillas', 'Aurélien Guichard']","Uomo Salvatore FerragamobySalvatore Ferragamois a Amber Woody fragrance for men.Uomo Salvatore Ferragamowas launched in 2016. Uomo Salvatore Ferragamo was created by Alberto Morillas and Aurélien Guichard. Top notes are Cardamom, Black Pepper and Bergamot; middle notes are Sweet Notes, Ambroxan and Orange Blossom; base notes are Tonka Bean, Sandalwood and Cashmere Wood.",https://www.fragrantica.com/perfume/Salvatore-Ferragamo/Uomo-Salvatore-Ferragamo-39466.html
"Rum Tropique Le Monde Gourmandfor women and men","for women and men",4.08,13,"['sweet', 'fruity', 'lactonic', 'rum', 'tropical', 'coconut', 'caramel', 'fresh', 'woody']",[],"Rum TropiquebyLe Monde Gourmandis a Floral Fruity fragrance for women and men. This is a new fragrance.Rum Tropiquewas launched in 2023. Top note is Coconut; middle notes are Pineapple and Milk; base notes are Rum and Caramel.",https://www.fragrantica.com/perfume/Le-Monde-Gourmand/Rum-Tropique-85518.html
"Toffee Caramels Just Scentfor women and men","for women and men",5,1,"['sweet', 'caramel', 'lactonic']",[],"Toffee CaramelsbyJust Scentis a Amber Vanilla fragrance for women and men.Toffee Caramelswas launched in 2017. Top notes are Caramel, Syrup and Milk; middle notes are Brown sugar, Sugar and Butter; base notes are Rum, Sea Salt and Vanilla.",https://www.fragrantica.com/perfume/Just-Scent/Toffee-Caramels-58628.html
"Larmes d'Orient July St Barthelemyfor women and men","for women and men",,,"['patchouli', 'citrus', 'ozonic', 'woody', 'aquatic', 'warm spicy', 'fruity', 'earthy', 'balsamic', 'oud']","['Paul Emilien']","Larmes d'OrientbyJuly St Barthelemyis a Amber fragrance for women and men.Larmes d'Orientwas launched in 2017. The nose behind this fragrance is Paul Emilien. Top notes are Watermelon, Mandarin Orange and Peach; middle notes are Patchouli and Agarwood (Oud); base notes are Amber, Rose and Vanilla.",https://www.fragrantica.com/perfume/July-St-Barthelemy/Larmes-d-Orient-47057.html
"History in Drops Volume V Daniel Josierfor women and men","for women and men",4,4,"['amber', 'aldehydic', 'musky', 'white floral', 'smoky', 'fresh', 'powdery', 'balsamic', 'animalic', 'warm spicy']","['Daniel Josier']","History in Drops Volume VbyDaniel Josieris a Floral Aldehyde fragrance for women and men. This is a new fragrance.History in Drops Volume Vwas launched in 2022. The nose behind this fragrance is Daniel Josier. Top notes are Incense and Aldehydes; middle note is Jasmine; base notes are Musk and Amber.",https://www.fragrantica.com/perfume/Daniel-Josier/History-in-Drops-Volume-V-75582.html
"Dryad's Dreams (Сны Дриады) Odoratikafor women and men","for women and men",4,18,"['citrus', 'woody', 'green', 'aromatic', 'amber', 'earthy', 'fresh spicy', 'mossy', 'fruity', 'fresh']","['Valeria Karmanova']","Dryad's Dreams (Сны Дриады)byOdoratikais a fragrance for women and men.Dryad's Dreams (Сны Дриады)was launched in 2017. The nose behind this fragrance is Valeria Karmanova. Top notes are Cassis, Green Notes, Citron, Bergamot, Blood Mandarin, Fir, Sweet Orange, Tagetes and Pine Tree; middle notes are Magnolia, Rock rose, Patchouli, Olive Blossom, Guaiac Wood, Jasmine, Champaca and Almond Blossom; base notes are Oakmoss, Ambergris, Woody Notes, Amber, Vanilla, Poplar (Populus) buds and Sandalwood.",https://www.fragrantica.com/perfume/Odoratika/Dryad-s-Dreams-Sny-Driady-48572.html
"Épices Cuir Et L'ecense Atelier Segall & Baruttifor women and men","for women and men",4.17,18,"['amber', 'warm spicy', 'woody', 'smoky', 'sweet', 'iris', 'fruity', 'balsamic', 'rum', 'powdery']","['Tzivia Segall']","Épices Cuir Et L'ecensebyAtelier Segall & Baruttiis a Amber Spicy fragrance for women and men.Épices Cuir Et L'ecensewas launched in 2016. The nose behind this fragrance is Tzivia Segall. Top notes are Rum, Raspberry, Iris, Saffron and Thyme; middle notes are Cinnamon, Myrrh, Bergamot, cannabis and Jasmine; base notes are Incense, Cedar, Olibanum, Spices, Agarwood (Oud), Amber and Leather.",https://www.fragrantica.com/perfume/Atelier-Segall-Barutti/Epices-Cuir-Et-L-ecense-60386.html
"Midnight Fleur Victoria's Secretfor women","for women",3.92,13,"['vanilla', 'powdery']",[],"Midnight FleurbyVictoria's Secretis a Amber Floral fragrance for women.Midnight Fleurwas launched in 2020.",https://www.fragrantica.com/perfume/Victoria-s-Secret/Midnight-Fleur-65625.html
"Bronze Ellen Tracyfor women","for women",3.83,829,"['citrus', 'vanilla', 'powdery', 'sweet', 'woody', 'ozonic', 'floral', 'amber', 'almond', 'aquatic']","['Pierre Negrin']","BronzebyEllen Tracyis a Amber Floral fragrance for women.Bronzewas launched in 2011. The nose behind this fragrance is Pierre Negrin. Top notes are Lemonade, Mandarin Orange, Green Apple and Bergamot; middle notes are Violet Leaf, Honeysuckle, Orange Blossom and Lily-of-the-Valley; base notes are Heliotrope, Coumarin, Amber, Vanilla Orchid and Cedar.",https://www.fragrantica.com/perfume/Ellen-Tracy/Bronze-12008.html
"Nero Thera Cosméticosfor men","for men",3.65,20,"['caramel', 'sweet', 'aromatic', 'vanilla', 'amber', 'herbal']","['Mário Torri Neto']","NerobyThera Cosméticosis a Amber Woody fragrance for men. This is a new fragrance.Nerowas launched in 2022. The nose behind this fragrance is Mário Torri Neto. Top notes are Sage and Tangerine; middle notes are Caramel and Tonka Bean; base note is Vetiver.",https://www.fragrantica.com/perfume/Thera-Cosmeticos/Nero-77362.html
"Nuage № 13 CIEL Parfumfor women","for women",4.5,2,"['white floral', 'fruity', 'citrus', 'woody', 'powdery', 'sweet', 'floral', 'fresh', 'vanilla', 'musky']",[],"Nuage № 13byCIEL Parfumis a Amber Floral fragrance for women. Top notes are Plum, Pomegranate, Mandarin Orange, Pink Pepper and Sweet Orange; middle notes are White Flowers, Peony, Jasmine, Iris, Tuberose and Lily-of-the-Valley; base notes are Vanilla, Musk and Sandalwood.",https://www.fragrantica.com/perfume/CIEL-Parfum/Nuage-13-34108.html
"Wild Forest Armand Basifor men","for men",4.06,303,"['woody', 'fresh spicy', 'amber', 'ozonic', 'warm spicy', 'smoky', 'leather', 'powdery', 'animalic', 'aquatic']","['Nathalie Lorson']","Wild ForestbyArmand Basiis a Woody Spicy fragrance for men.Wild Forestwas launched in 2013. The nose behind this fragrance is Nathalie Lorson. Top notes are Pepper and Nutmeg; middle notes are Cedar and Violet Leaf; base notes are Leather, Incense, Musk, Ambergris, Vanilla and Patchouli.",https://www.fragrantica.com/perfume/Armand-Basi/Wild-Forest-20634.html
"Kaan Ya Makaan Afnanfor women and men","for women and men",3.97,29,"['woody', 'white floral', 'powdery', 'musky']",[],"Kaan Ya MakaanbyAfnanis a fragrance for women and men.",https://www.fragrantica.com/perfume/Afnan/Kaan-Ya-Makaan-39293.html
"Attraction Intense Avonfor men","for men",3.79,14,"['musky', 'warm spicy', 'amber', 'powdery', 'fruity', 'animalic', 'patchouli', 'sweet']","['Adilson Rato']","Attraction IntensebyAvonis a fragrance for men. This is a new fragrance.Attraction Intensewas launched in 2022. The nose behind this fragrance is Adilson Rato. Top notes are Cardamom, Ginger and Plum; middle notes are Musk, Indonesian Patchouli Leaf and Clary Sage; base notes are Amber, Suede and Vetiver.",https://www.fragrantica.com/perfume/Avon/Attraction-Intense-78511.html
"Roll-On Perfume No. 12 Melange Perfumefor women and men","for women and men",3.75,4,"['floral', 'white floral', 'tropical', 'fruity', 'lactonic', 'citrus', 'sweet']","['Denise Estrada']","Roll-On Perfume No. 12byMelange Perfumeis a Floral fragrance for women and men. The nose behind this fragrance is Denise Estrada.",https://www.fragrantica.com/perfume/Melange-Perfume/Roll-On-Perfume-No-12-8263.html
"Catch Me...L'Eau Cacharelfor women","for women",4.01,98,"['white floral', 'citrus', 'green', 'anis', 'soft spicy', 'aromatic', 'musky', 'powdery', 'floral', 'fresh']",[],"Catch Me...L'EaubyCacharelis a Floral fragrance for women.Catch Me...L'Eauwas launched in 2014. Top notes are Jasmine, Mandarin Orange, Tea and Petitgrain; middle notes are Orange Blossom and Star Anise; base notes are Mate and Musk.",https://www.fragrantica.com/perfume/Cacharel/Catch-Me-L-Eau-24486.html
"DKNY Be Delicious Rio Donna Karanfor women","for women",3.71,115,"['white floral', 'fruity', 'amber', 'sweet', 'warm spicy', 'tropical', 'fresh', 'woody', 'balsamic', 'citrus']",[],"DKNY Be Delicious RiobyDonna Karanis a Floral Fruity fragrance for women.DKNY Be Delicious Riowas launched in 2012. Top notes are Passionfruit and Red Apple; middle notes are Orange Blossom and Gardenia; base notes are Benzoin, Sandalwood and Myrrh.",https://www.fragrantica.com/perfume/Donna-Karan/DKNY-Be-Delicious-Rio-14964.html
"Al Maqaam Afnanfor women","for women",1.33,3,"['white floral', 'amber', 'warm spicy', 'woody', 'sweet', 'powdery', 'vanilla', 'fruity', 'floral', 'musky']",[],"Al MaqaambyAfnanis a Amber Floral fragrance for women.Al Maqaamwas launched in 2018. Top notes are White Flowers, Peach, Oriental notes and Spices; middle notes are Vanilla, Amber, Violet Leaf, Jasmine, Gardenia, Nutmeg and Lilac; base notes are Amber, Fig Nectar, Tonka Bean, Palisander Rosewood, Sandalwood and Musk.",https://www.fragrantica.com/perfume/Afnan/Al-Maqaam-59134.html
"Le Jasmin Miller Harrisfor women and men","for women and men",3.94,103,"['citrus', 'white floral', 'aromatic', 'fresh spicy', 'woody']",[],"Le JasminbyMiller Harrisis a Chypre Floral fragrance for women and men.Le Jasminwas launched in 2013. Top notes are Lemon, Bergamot, Lavender, Mandarin Orange and Rosemary; middle notes are Jasmine, Orange Blossom and Ylang-Ylang; base notes are Oakmoss, Musk and Cedar.",https://www.fragrantica.com/perfume/Miller-Harris/Le-Jasmin-23219.html
"Nike Mauve Nikefor women","for women",3.97,59,"['white floral', 'cacao', 'amber', 'tuberose', 'warm spicy', 'sweet', 'fresh', 'vanilla', 'coconut', 'citrus']",[],"Nike MauvebyNikeis a Floral Fruity fragrance for women.Nike Mauvewas launched in 2017. Top notes are Coconut, Citruses and Peony; middle notes are Tuberose, Jasmine and White Flowers; base notes are Cacao Pod, Amber and Tonka Bean.",https://www.fragrantica.com/perfume/Nike/Nike-Mauve-46905.html
"Egeo Provoque O Boticáriofor women and men","for women and men",4.28,138,"['amber', 'warm spicy', 'powdery', 'yellow floral', 'green', 'balsamic']",[],"Egeo ProvoquebyO Boticáriois a Amber Floral fragrance for women and men.Egeo Provoquewas launched in 2015. Top note is Narcissus; middle note is Saffron; base notes are Amber and Tolu Balsam.",https://www.fragrantica.com/perfume/O-Boticario/Egeo-Provoque-33439.html
